year,state,county_name,county_fips,party,candidatevotes,totalvotes
2004,WASHINGTON,SKAMANIA,53059,REPUBLICAN,2695,5159
2020,UTAH,BEAVER,49001,REPUBLICAN,2695,3100
2020,NORTH CAROLINA,TRANSYLVANIA,37175,REPUBLICAN,2694,20404
2000,MINNESOTA,PIPESTONE,27117,REPUBLICAN,2693,4894
2004,NORTH CAROLINA,GRAHAM,37075,REPUBLICAN,2693,3987
2016,NEBRASKA,WAYNE,31179,REPUBLICAN,2693,3776
2004,SOUTH DAKOTA,CLAY,46027,REPUBLICAN,2692,6136
2020,IOWA,APPANOOSE,19007,REPUBLICAN,2692,6516
2020,IOWA,HANCOCK,19081,REPUBLICAN,2692,6172
2000,TEXAS,GAINES,48165,REPUBLICAN,2691,3459
2008,INDIANA,BLACKFORD,18009,REPUBLICAN,2690,5441
2016,WASHINGTON,SAN JUAN,53055,REPUBLICAN,2688,10774
2020,INDIANA,UNION,18161,REPUBLICAN,2688,3483
2000,TEXAS,COLEMAN,48083,REPUBLICAN,2687,3578
2000,TEXAS,OCHILTREE,48357,REPUBLICAN,2687,2962
2004,KENTUCKY,POWELL,21197,REPUBLICAN,2687,4960
2012,WASHINGTON,SKAMANIA,53059,REPUBLICAN,2687,5466
2016,VIRGINIA,NORTHAMPTON,51131,REPUBLICAN,2686,6172
2008,ALASKA,DISTRICT 40,2040,REPUBLICAN,2686,5000
2016,ALASKA,DISTRICT 18,2018,REPUBLICAN,2684,7402
2008,UTAH,JUAB,49023,REPUBLICAN,2683,3616
2004,KENTUCKY,MORGAN,21175,REPUBLICAN,2682,5272
2012,VIRGINIA,WILLIAMSBURG,51830,REPUBLICAN,2682,7748
2004,UTAH,JUAB,49023,REPUBLICAN,2681,3417
2020,GEORGIA,OCONEE,13219,REPUBLICAN,2680,25168
2008,FLORIDA,LAFAYETTE,12067,REPUBLICAN,2679,3359
2020,IOWA,DICKINSON,19059,REPUBLICAN,2679,11244
2020,WEST VIRGINIA,CLAY,54015,REPUBLICAN,2679,3365
2008,TEXAS,SOMERVELL,48425,REPUBLICAN,2677,3533
2012,MISSOURI,LEWIS,29111,REPUBLICAN,2677,4279
2000,TENNESSEE,CROCKETT,47033,REPUBLICAN,2676,5440
2012,KANSAS,RICE,20159,REPUBLICAN,2676,3681
2012,KENTUCKY,METCALFE,21169,REPUBLICAN,2676,4184
2012,VIRGINIA,NORTHAMPTON,51131,REPUBLICAN,2676,6491
2000,SOUTH CAROLINA,LEE,45061,REPUBLICAN,2675,6642
2004,KENTUCKY,LIVINGSTON,21139,REPUBLICAN,2675,4706
2004,TENNESSEE,STEWART,47161,REPUBLICAN,2675,5583
2004,IOWA,PALO ALTO,19147,REPUBLICAN,2674,5191
2020,IOWA,PAGE,19145,REPUBLICAN,2674,7528
2020,IOWA,SHELBY,19165,REPUBLICAN,2674,6795
2000,ARKANSAS,RANDOLPH,5121,REPUBLICAN,2673,5877
2016,IDAHO,BOISE,16015,REPUBLICAN,2673,3814
2000,KANSAS,KINGMAN,20095,REPUBLICAN,2672,3808
2000,OKLAHOMA,MAJOR,40093,REPUBLICAN,2672,3352
2020,MISSOURI,CLARK,29045,REPUBLICAN,2672,3394
2004,KANSAS,RUSSELL,20167,REPUBLICAN,2671,3525
2008,KENTUCKY,BREATHITT,21025,REPUBLICAN,2671,5030
2020,ALASKA,DISTRICT 15,2015,REPUBLICAN,2671,5559
2008,NORTH CAROLINA,WASHINGTON,37187,REPUBLICAN,2670,6454
2016,GEORGIA,MONTGOMERY,13209,REPUBLICAN,2670,3576
2004,VIRGINIA,NORTHAMPTON,51131,REPUBLICAN,2669,5499
2020,NORTH CAROLINA,LEE,37105,REPUBLICAN,2669,29008
2012,FLORIDA,LAFAYETTE,12067,REPUBLICAN,2668,3399
2000,KENTUCKY,MARTIN,21159,REPUBLICAN,2667,4456
2000,NORTH CAROLINA,NORTHAMPTON,37131,REPUBLICAN,2667,8200
2004,MISSISSIPPI,JEFFERSON DAVIS,28065,REPUBLICAN,2667,5760
2008,TEXAS,WARD,48475,REPUBLICAN,2667,3602
2012,NORTH DAKOTA,RAMSEY,38071,REPUBLICAN,2665,4999
2012,IDAHO,VALLEY,16085,REPUBLICAN,2664,4919
2016,GEORGIA,CANDLER,13043,REPUBLICAN,2664,3763
2000,MISSOURI,OZARK,29153,REPUBLICAN,2663,4292
2000,IOWA,WINNEBAGO,19189,REPUBLICAN,2662,5527
2012,GEORGIA,MONTGOMERY,13209,REPUBLICAN,2662,3832
2004,NEW MEXICO,QUAY,35037,REPUBLICAN,2661,4117
2008,ALASKA,DISTRICT 37,2037,REPUBLICAN,2661,4665
2012,IOWA,PALO ALTO,19147,REPUBLICAN,2660,4887
2000,IOWA,FRANKLIN,19069,REPUBLICAN,2657,4938
2016,VIRGINIA,ESSEX,51057,REPUBLICAN,2657,5408
2020,SOUTH CAROLINA,CALHOUN,45017,REPUBLICAN,2657,8291
2000,MONTANA,MADISON,30057,REPUBLICAN,2656,3656
2008,IDAHO,CARIBOU,16029,REPUBLICAN,2656,3302
2016,IOWA,IDA,19093,REPUBLICAN,2655,3612
2020,IOWA,HARDIN,19083,REPUBLICAN,2655,8989
2020,NORTH CAROLINA,CASWELL,37033,REPUBLICAN,2655,12051
2008,MISSOURI,CALDWELL,29025,REPUBLICAN,2654,4564
2020,IOWA,PAGE,19145,REPUBLICAN,2654,7528
2004,ILLINOIS,HAMILTON,17065,REPUBLICAN,2653,4514
2020,NEBRASKA,BOONE,31011,REPUBLICAN,2653,3217
2008,MINNESOTA,PIPESTONE,27117,REPUBLICAN,2652,4801
2008,MISSOURI,OREGON,29149,REPUBLICAN,2652,4591
2016,SOUTH CAROLINA,MCCORMICK,45065,REPUBLICAN,2652,5216
2012,OKLAHOMA,JOHNSTON,40069,REPUBLICAN,2649,3786
2004,KENTUCKY,KNOTT,21119,REPUBLICAN,2648,7394
2012,KENTUCKY,BALLARD,21007,REPUBLICAN,2647,3895
2000,KENTUCKY,TODD,21219,REPUBLICAN,2646,4187
2004,IOWA,MITCHELL,19131,REPUBLICAN,2646,5480
2008,IDAHO,BENEWAH,16009,REPUBLICAN,2646,4164
2004,KENTUCKY,METCALFE,21169,REPUBLICAN,2645,4157
2016,UTAH,SAN JUAN,49037,REPUBLICAN,2645,5447
2008,OKLAHOMA,OKFUSKEE,40107,REPUBLICAN,2643,4123
2012,IOWA,MITCHELL,19131,REPUBLICAN,2643,5586
2016,ARKANSAS,MONTGOMERY,5097,REPUBLICAN,2643,3559
2020,MARYLAND,KENT,24029,REPUBLICAN,2643,10794
2000,OKLAHOMA,MARSHALL,40095,REPUBLICAN,2641,4900
2008,MONTANA,DAWSON,30021,REPUBLICAN,2639,4450
2000,NEBRASKA,BUTLER,31023,REPUBLICAN,2638,3828
2000,TEXAS,KARNES,48255,REPUBLICAN,2638,4308
2004,TEXAS,CAMP,48063,REPUBLICAN,2638,4439
2008,OREGON,LAKE,41037,REPUBLICAN,2638,3688
2008,UTAH,SAN JUAN,49037,REPUBLICAN,2638,5130
2016,IOWA,MONROE,19135,REPUBLICAN,2638,3865
2016,VIRGINIA,RADFORD,51750,REPUBLICAN,2638,6085
2008,MINNESOTA,LAKE,27075,REPUBLICAN,2636,6969
2016,TEXAS,DAWSON,48115,REPUBLICAN,2636,3563
2020,NORTH CAROLINA,JACKSON,37099,REPUBLICAN,2636,21428
2020,NEBRASKA,COLFAX,31037,REPUBLICAN,2636,3717
2004,OKLAHOMA,JOHNSTON,40069,REPUBLICAN,2635,4348
2008,COLORADO,ALAMOSA,8003,REPUBLICAN,2635,6286
2012,GEORGIA,WILKES,13317,REPUBLICAN,2635,4761
2008,WISCONSIN,ASHLAND,55003,REPUBLICAN,2634,8574
2020,NEW MEXICO,QUAY,35037,REPUBLICAN,2634,3873
2000,OKLAHOMA,BLAINE,40011,REPUBLICAN,2633,4094
2004,MISSOURI,MONROE,29137,REPUBLICAN,2632,4307
2016,NEBRASKA,DAWES,31045,REPUBLICAN,2632,3676
2020,VIRGINIA,CLARKE,51043,REPUBLICAN,2632,9337
2012,ARKANSAS,SCOTT,5127,REPUBLICAN,2631,3640
2020,MASSACHUSETTS,DUKES,25007,REPUBLICAN,2631,12873
2000,MISSISSIPPI,MONTGOMERY,28097,REPUBLICAN,2630,4849
2008,WEST VIRGINIA,BRAXTON,54007,REPUBLICAN,2629,5409
2012,OKLAHOMA,LATIMER,40077,REPUBLICAN,2628,3798
2016,TEXAS,OCHILTREE,48357,REPUBLICAN,2628,3002
2020,GEORGIA,HABERSHAM,13137,REPUBLICAN,2628,20432
2000,ARKANSAS,LAWRENCE,5075,REPUBLICAN,2626,6040
2016,GEORGIA,LONG,13183,REPUBLICAN,2626,4117
2020,OKLAHOMA,POTTAWATOMIE,40125,REPUBLICAN,2625,28185
2000,WYOMING,SUBLETTE,56035,REPUBLICAN,2624,3216
2004,ARKANSAS,JACKSON,5067,REPUBLICAN,2624,6219
2008,MISSISSIPPI,CHOCTAW,28019,REPUBLICAN,2624,4105
2012,MISSOURI,HARRISON,29081,REPUBLICAN,2624,3695
2000,ARKANSAS,STONE,5137,REPUBLICAN,2623,4860
2000,NEBRASKA,RICHARDSON,31147,REPUBLICAN,2623,4150
2016,NEBRASKA,CHERRY,31031,REPUBLICAN,2623,3118
2012,NORTH CAROLINA,WASHINGTON,37187,REPUBLICAN,2622,6499
2016,TEXAS,SAN AUGUSTINE,48405,REPUBLICAN,2622,3569
2004,CALIFORNIA,MONO,6051,REPUBLICAN,2621,5330
2004,NEBRASKA,KEARNEY,31099,REPUBLICAN,2621,3379
2016,TEXAS,CARSON,48065,REPUBLICAN,2620,2964
2016,TEXAS,GOLIAD,48175,REPUBLICAN,2620,3708
2020,VIRGINIA,PRINCE EDWARD,51147,REPUBLICAN,2620,9575
2020,VIRGINIA,WAYNESBORO CITY,51820,REPUBLICAN,2620,10717
2020,PENNSYLVANIA,SULLIVAN,42113,REPUBLICAN,2619,3595
2020,WEST VIRGINIA,DODDRIDGE,54017,REPUBLICAN,2619,3101
2020,VIRGINIA,MATHEWS,51115,REPUBLICAN,2619,5829
2004,IOWA,GREENE,19073,REPUBLICAN,2618,5113
2008,WYOMING,WESTON,56045,REPUBLICAN,2618,3414
2016,ALASKA,DISTRICT 17,2017,REPUBLICAN,2618,6788
2020,SOUTH DAKOTA,GRANT,46051,REPUBLICAN,2618,3745
2008,ILLINOIS,CASS,17017,REPUBLICAN,2617,5408
2016,NEW MEXICO,SOCORRO,35053,REPUBLICAN,2616,6868
2020,NEBRASKA,JEFFERSON,31095,REPUBLICAN,2616,3716
2020,VIRGINIA,STAUNTON CITY,51790,REPUBLICAN,2616,12992
2020,IOWA,DELAWARE,19055,REPUBLICAN,2613,10003
2020,SOUTH CAROLINA,GEORGETOWN,45043,REPUBLICAN,2612,36668
2016,IOWA,HOWARD,19089,REPUBLICAN,2611,4559
2000,ARKANSAS,SEARCY,5129,REPUBLICAN,2610,4058
2004,OKLAHOMA,KIOWA,40075,REPUBLICAN,2610,4023
2012,MINNESOTA,LAKE,27075,REPUBLICAN,2610,6820
2020,KANSAS,OTTAWA,20143,REPUBLICAN,2610,3191
2000,OKLAHOMA,MURRAY,40099,REPUBLICAN,2609,4922
2004,INDIANA,CRAWFORD,18025,REPUBLICAN,2609,4574
2004,KANSAS,MITCHELL,20123,REPUBLICAN,2609,3349
2004,WISCONSIN,FOREST,55041,REPUBLICAN,2608,5153
2012,IDAHO,CARIBOU,16029,REPUBLICAN,2608,3052
2020,NORTH CAROLINA,BERTIE,37015,REPUBLICAN,2608,9815
2020,MONTANA,TETON,30099,REPUBLICAN,2608,3679
2004,NORTH CAROLINA,JONES,37103,REPUBLICAN,2607,4513
2012,OREGON,HARNEY,41025,REPUBLICAN,2607,3583
2000,IDAHO,BENEWAH,16009,REPUBLICAN,2606,3687
2016,KANSAS,DONIPHAN,20043,REPUBLICAN,2606,3378
2008,GEORGIA,IRWIN,13155,REPUBLICAN,2605,3828
2004,NEVADA,WHITE PINE,32033,REPUBLICAN,2604,3802
2008,KENTUCKY,CRITTENDEN,21055,REPUBLICAN,2604,3930
2008,KANSAS,KINGMAN,20095,REPUBLICAN,2603,3664
2004,MASSACHUSETTS,DUKES,25007,REPUBLICAN,2602,9997
2012,TEXAS,TERRY,48445,REPUBLICAN,2602,3709
2012,VIRGINIA,ESSEX,51057,REPUBLICAN,2602,5675
2000,IDAHO,CARIBOU,16029,REPUBLICAN,2601,3177
2012,NEVADA,WHITE PINE,32033,REPUBLICAN,2601,3704
2000,NEW MEXICO,COLFAX,35007,REPUBLICAN,2600,5461
2004,NEBRASKA,JEFFERSON,31095,REPUBLICAN,2600,4011
2000,KENTUCKY,WEBSTER,21233,REPUBLICAN,2599,5072
2000,MINNESOTA,YELLOW MEDICINE,27173,REPUBLICAN,2598,5515
2004,MISSISSIPPI,CHOCTAW,28019,REPUBLICAN,2598,3908
2012,ARKANSAS,PHILLIPS,5107,REPUBLICAN,2598,7930
2012,IDAHO,BENEWAH,16009,REPUBLICAN,2596,3884
2012,NEBRASKA,ANTELOPE,31003,REPUBLICAN,2596,3232
2016,OKLAHOMA,KIOWA,40075,REPUBLICAN,2596,3493
2004,NEBRASKA,NEMAHA,31127,REPUBLICAN,2595,3715
2008,OREGON,HARNEY,41025,REPUBLICAN,2595,3683
2020,COLORADO,WASHINGTON,8121,REPUBLICAN,2595,3008
2020,VIRGINIA,AMELIA,51007,REPUBLICAN,2595,7894
2008,MISSOURI,LEWIS,29111,REPUBLICAN,2594,4502
2020,NORTH CAROLINA,ORANGE,37135,REPUBLICAN,2594,84997
2000,LOUISIANA,CAMERON,22023,REPUBLICAN,2593,4183
2004,MISSOURI,CALDWELL,29025,REPUBLICAN,2593,4268
2004,NORTH CAROLINA,SWAIN,37173,REPUBLICAN,2593,5044
2012,TEXAS,DAWSON,48115,REPUBLICAN,2591,3642
2004,NEBRASKA,COLFAX,31037,REPUBLICAN,2589,3633
2008,OKLAHOMA,LOVE,40085,REPUBLICAN,2589,3846
2008,ARKANSAS,NEWTON,5101,REPUBLICAN,2588,3960
2016,KENTUCKY,CARROLL,21041,REPUBLICAN,2588,3855
2020,GEORGIA,COFFEE,13069,REPUBLICAN,2587,15214
2016,MICHIGAN,ALGER,26003,REPUBLICAN,2585,4518
2016,NEW MEXICO,COLFAX,35007,REPUBLICAN,2585,5332
2004,KENTUCKY,MCLEAN,21149,REPUBLICAN,2584,4435
2020,WISCONSIN,PEPIN,55091,REPUBLICAN,2584,4144
2000,KENTUCKY,OWEN,21187,REPUBLICAN,2582,4070
2000,WEST VIRGINIA,TYLER,54095,REPUBLICAN,2582,3928
2016,NORTH DAKOTA,MOUNTRAIL,38061,REPUBLICAN,2582,4106
2000,NEBRASKA,SALINE,31151,REPUBLICAN,2581,5145
2012,ARKANSAS,PERRY,5105,REPUBLICAN,2581,3938
2020,MISSOURI,GENTRY,29075,REPUBLICAN,2581,3237
2012,TEXAS,JACK,48237,REPUBLICAN,2580,2908
2020,NEBRASKA,BURT,31021,REPUBLICAN,2580,3731
2008,MINNESOTA,YELLOW MEDICINE,27173,REPUBLICAN,2579,5569
2016,INDIANA,BENTON,18007,REPUBLICAN,2579,3666
2020,GEORGIA,BRYAN,13029,REPUBLICAN,2579,21340
2020,GEORGIA,WARE,13299,REPUBLICAN,2577,14192
2004,ARKANSAS,LITTLE RIVER,5081,REPUBLICAN,2575,5294
2004,IOWA,MONONA,19133,REPUBLICAN,2575,5018
2016,COLORADO,CLEAR CREEK,8019,REPUBLICAN,2575,5866
2020,NORTH DAKOTA,BOTTINEAU,38009,REPUBLICAN,2575,3471
2016,KANSAS,RUSSELL,20167,REPUBLICAN,2574,3193
2020,NORTH CAROLINA,RICHMOND,37153,REPUBLICAN,2574,20763
2016,VIRGINIA,BLAND,51021,REPUBLICAN,2573,3139
2020,NORTH CAROLINA,EDGECOMBE,37065,REPUBLICAN,2573,25477
2004,IOWA,LOUISA,19115,REPUBLICAN,2572,4916
2016,GEORGIA,WILKES,13317,REPUBLICAN,2572,4486
2000,IOWA,KEOKUK,19107,REPUBLICAN,2571,4947
2004,MICHIGAN,OSCODA,26135,REPUBLICAN,2570,4409
2020,MISSISSIPPI,BENTON,28009,REPUBLICAN,2570,4289
2020,MARYLAND,WORCESTER,24047,REPUBLICAN,2570,31691
2000,COLORADO,LAS ANIMAS,8071,REPUBLICAN,2569,6094
2008,IDAHO,CLEARWATER,16035,REPUBLICAN,2569,3906
2012,MINNESOTA,MARSHALL,27089,REPUBLICAN,2569,4698
2020,IOWA,CASS,19029,REPUBLICAN,2569,7276
2020,ARKANSAS,POINSETT,5111,REPUBLICAN,2568,7521
2008,TEXAS,MARION,48315,REPUBLICAN,2567,4252
2004,TENNESSEE,DECATUR,47039,REPUBLICAN,2566,4879
2012,ILLINOIS,HAMILTON,17065,REPUBLICAN,2566,3941
2012,ALASKA,DISTRICT 39,2039,REPUBLICAN,2566,6560
2000,COLORADO,PITKIN,8097,REPUBLICAN,2565,7800
2004,ARKANSAS,SEARCY,5129,REPUBLICAN,2565,3992
2004,INDIANA,WARREN,18171,REPUBLICAN,2565,3960
2016,WEST VIRGINIA,TUCKER,54093,REPUBLICAN,2565,3475
2004,VIRGINIA,RADFORD,51750,REPUBLICAN,2564,4845
2012,MISSOURI,MONROE,29137,REPUBLICAN,2564,4057
2012,NORTH CAROLINA,GATES,37073,REPUBLICAN,2564,5396
2016,NORTH CAROLINA,WASHINGTON,37187,REPUBLICAN,2564,6165
2008,TENNESSEE,GRUNDY,47061,REPUBLICAN,2563,4632
2000,MINNESOTA,WATONWAN,27165,REPUBLICAN,2562,5134
2000,NEBRASKA,ANTELOPE,31003,REPUBLICAN,2562,3368
2000,VIRGINIA,BRUNSWICK,51025,REPUBLICAN,2561,5997
2020,NEBRASKA,STANTON,31167,REPUBLICAN,2561,3161
2000,VIRGINIA,MARTINSVILLE,51690,REPUBLICAN,2560,5694
2000,GEORGIA,JEFFERSON,13163,REPUBLICAN,2559,5566
2016,INDIANA,SWITZERLAND,18155,REPUBLICAN,2558,3699
2008,IOWA,CHICKASAW,19037,REPUBLICAN,2557,6583
2008,NEBRASKA,BUTLER,31023,REPUBLICAN,2557,3839
2012,GEORGIA,EARLY,13099,REPUBLICAN,2557,5353
2012,IOWA,MONONA,19133,REPUBLICAN,2557,4742
2012,NEBRASKA,CHERRY,31031,REPUBLICAN,2557,3064
2012,NEBRASKA,SALINE,31151,REPUBLICAN,2557,4958
2004,SOUTH DAKOTA,CHARLES MIX,46023,REPUBLICAN,2556,4798
2016,MICHIGAN,SCHOOLCRAFT,26153,REPUBLICAN,2556,4154
2000,TENNESSEE,HAYWOOD,47075,REPUBLICAN,2554,6478
2020,VIRGINIA,CLARKE,51043,REPUBLICAN,2554,9337
2008,GEORGIA,PULASKI,13235,REPUBLICAN,2553,3953
2012,KANSAS,RUSSELL,20167,REPUBLICAN,2553,3200
2020,IOWA,FAYETTE,19065,REPUBLICAN,2553,10186
2000,MISSOURI,HARRISON,29081,REPUBLICAN,2552,3991
2004,TEXAS,STARR,48427,REPUBLICAN,2552,9781
2016,GEORGIA,EARLY,13099,REPUBLICAN,2552,4785
2016,TEXAS,MCCULLOCH,48307,REPUBLICAN,2552,3103
2020,IOWA,FLOYD,19067,REPUBLICAN,2552,8032
2020,SOUTH DAKOTA,CHARLES MIX,46023,REPUBLICAN,2552,3783
2016,COLORADO,PITKIN,8097,REPUBLICAN,2550,10523
2000,NEBRASKA,DAWES,31045,REPUBLICAN,2549,3621
2000,IDAHO,VALLEY,16085,REPUBLICAN,2548,3978
2008,TEXAS,CARSON,48065,REPUBLICAN,2548,2980
2008,NORTH CAROLINA,GATES,37073,REPUBLICAN,2547,5420
2016,TEXAS,WARD,48475,REPUBLICAN,2547,3445
2020,IOWA,LYON,19119,REPUBLICAN,2547,6863
2000,ARIZONA,LA PAZ,4012,REPUBLICAN,2543,4483
2004,IOWA,LUCAS,19117,REPUBLICAN,2543,4571
2004,NEBRASKA,CLAY,31035,REPUBLICAN,2543,3337
2004,NORTH DAKOTA,TRAILL,38097,REPUBLICAN,2543,4248
2016,FLORIDA,LIBERTY,12077,REPUBLICAN,2543,3296
2000,COLORADO,KIT CARSON,8063,REPUBLICAN,2542,3458
2004,KENTUCKY,BREATHITT,21025,REPUBLICAN,2542,5944
2004,OKLAHOMA,OKFUSKEE,40107,REPUBLICAN,2542,4285
2012,IDAHO,CLEARWATER,16035,REPUBLICAN,2541,3696
2020,ARKANSAS,BAXTER,5005,REPUBLICAN,2540,21007
2016,VIRGINIA,RAPPAHANNOCK,51157,REPUBLICAN,2539,4483
2004,VIRGINIA,MARTINSVILLE,51690,REPUBLICAN,2538,5603
2008,SOUTH DAKOTA,TURNER,46125,REPUBLICAN,2538,4266
2012,GEORGIA,IRWIN,13155,REPUBLICAN,2538,3709
2012,VIRGINIA,CUMBERLAND,51049,REPUBLICAN,2538,5048
2020,GEORGIA,GORDON,13129,REPUBLICAN,2538,24033
2020,IOWA,BUENA VISTA,19021,REPUBLICAN,2538,8167
2008,KENTUCKY,BALLARD,21007,REPUBLICAN,2537,4060
2008,OKLAHOMA,KIOWA,40075,REPUBLICAN,2537,3763
2008,ALASKA,DISTRICT 20,2020,REPUBLICAN,2536,5138
2020,IOWA,BUENA VISTA,19021,REPUBLICAN,2536,8167
2004,OKLAHOMA,LATIMER,40077,REPUBLICAN,2535,4480
2000,NEBRASKA,PIERCE,31139,REPUBLICAN,2534,3208
2000,TEXAS,WARD,48475,REPUBLICAN,2534,3874
2020,MISSISSIPPI,JEFFERSON DAVIS,28065,REPUBLICAN,2534,6213
2008,FLORIDA,GLADES,12043,REPUBLICAN,2533,4261
2008,MISSOURI,MONROE,29137,REPUBLICAN,2533,4314
2012,OREGON,MORROW,41049,REPUBLICAN,2532,3882
2000,NORTH CAROLINA,ALLEGHANY,37005,REPUBLICAN,2531,4313
2004,KANSAS,WABAUNSEE,20197,REPUBLICAN,2531,3604
2016,IOWA,OSCEOLA,19143,REPUBLICAN,2531,3213
2016,NEBRASKA,KEARNEY,31099,REPUBLICAN,2531,3296
2016,KANSAS,KINGMAN,20095,REPUBLICAN,2530,3334
2000,ARKANSAS,NEWTON,5101,REPUBLICAN,2529,3927
2000,WEST VIRGINIA,BRAXTON,54007,REPUBLICAN,2529,5328
2012,LOUISIANA,ST. HELENA,22091,REPUBLICAN,2529,6394
2008,TEXAS,JACK,48237,REPUBLICAN,2528,3023
2020,GEORGIA,EMANUEL,13107,REPUBLICAN,2528,9501
2020,MINNESOTA,LAC QUI PARLE,27073,REPUBLICAN,2528,4040
2020,OKLAHOMA,OSAGE,40113,REPUBLICAN,2528,20538
2012,GEORGIA,CHARLTON,13049,REPUBLICAN,2527,3764
2016,IOWA,VAN BUREN,19177,REPUBLICAN,2527,3561
2008,MINNESOTA,WATONWAN,27165,REPUBLICAN,2526,5258
2020,GEORGIA,ROCKDALE,13247,REPUBLICAN,2526,44686
2016,ALASKA,DISTRICT 15,2015,REPUBLICAN,2525,4982
2020,IOWA,HAMILTON,19079,REPUBLICAN,2525,7943
2008,WASHINGTON,SKAMANIA,53059,REPUBLICAN,2524,5490
2016,ILLINOIS,SCHUYLER,17169,REPUBLICAN,2524,3828
2016,MISSOURI,SHELBY,29205,REPUBLICAN,2524,3255
2004,ARKANSAS,FULTON,5049,REPUBLICAN,2522,4955
2004,COLORADO,CLEAR CREEK,8019,REPUBLICAN,2522,5613
2008,LOUISIANA,ST. HELENA,22091,REPUBLICAN,2522,6184
2012,UTAH,KANE,49025,REPUBLICAN,2522,3371
2020,NORTH DAKOTA,TRAILL,38097,REPUBLICAN,2522,4136
2000,MISSOURI,OREGON,29149,REPUBLICAN,2521,4233
2000,WYOMING,WESTON,56045,REPUBLICAN,2521,3060
2008,GEORGIA,MONTGOMERY,13209,REPUBLICAN,2521,3590
2012,VIRGINIA,RADFORD,51750,REPUBLICAN,2520,5399
2020,GEORGIA,EFFINGHAM,13103,REPUBLICAN,2520,31570
2020,VIRGINIA,MIDDLESEX,51119,REPUBLICAN,2520,6785
2000,ILLINOIS,HAMILTON,17065,REPUBLICAN,2519,4587
2016,GEORGIA,JOHNSON,13167,REPUBLICAN,2519,3686
2012,MINNESOTA,WATONWAN,27165,REPUBLICAN,2517,5144
2016,SOUTH DAKOTA,HUTCHINSON,46067,REPUBLICAN,2517,3365
2020,IOWA,BUCHANAN,19019,REPUBLICAN,2517,10774
2004,ARKANSAS,SEVIER,5133,REPUBLICAN,2516,4601
2012,TENNESSEE,GRUNDY,47061,REPUBLICAN,2516,4237
2020,OKLAHOMA,BLAINE,40011,REPUBLICAN,2516,3901
2000,SOUTH DAKOTA,TURNER,46125,REPUBLICAN,2514,4004
2004,ARKANSAS,SCOTT,5127,REPUBLICAN,2514,4038
2020,ARKANSAS,HEMPSTEAD,5057,REPUBLICAN,2514,6848
2000,KANSAS,LINN,20107,REPUBLICAN,2513,4259
2008,ARKANSAS,LINCOLN,5079,REPUBLICAN,2513,4406
2020,CALIFORNIA,MONO,6051,REPUBLICAN,2513,6738
2000,LOUISIANA,WEST FELICIANA,22125,REPUBLICAN,2512,4860
2008,MISSOURI,HARRISON,29081,REPUBLICAN,2512,3915
2012,TEXAS,PECOS,48371,REPUBLICAN,2512,4150
2020,MICHIGAN,BARAGA,26013,REPUBLICAN,2512,4038
2004,MISSOURI,SHANNON,29203,REPUBLICAN,2511,4167
2016,SOUTH DAKOTA,FALL RIVER,46047,REPUBLICAN,2511,3563
2020,ARKANSAS,PIKE,5109,REPUBLICAN,2511,4246
2000,VIRGINIA,LUNENBURG,51111,REPUBLICAN,2510,4591
2004,NEBRASKA,CHERRY,31031,REPUBLICAN,2509,3042
2008,KANSAS,RUSSELL,20167,REPUBLICAN,2509,3293
2008,OREGON,MORROW,41049,REPUBLICAN,2509,4058
2012,ARKANSAS,NEWTON,5101,REPUBLICAN,2508,3661
2004,LOUISIANA,RED RIVER,22081,REPUBLICAN,2507,4717
2012,IOWA,EMMET,19063,REPUBLICAN,2507,4687
2012,MISSISSIPPI,JEFFERSON DAVIS,28065,REPUBLICAN,2507,6864
2004,IDAHO,BEAR LAKE,16007,REPUBLICAN,2506,3040
2016,ARKANSAS,PRAIRIE,5117,REPUBLICAN,2505,3444
2012,MINNESOTA,MURRAY,27101,REPUBLICAN,2504,4767
2020,KANSAS,MITCHELL,20123,REPUBLICAN,2504,3101
2004,MICHIGAN,LAKE,26085,REPUBLICAN,2503,5246
2008,NEBRASKA,WAYNE,31179,REPUBLICAN,2503,3808
2020,NORTH CAROLINA,CLEVELAND,37045,REPUBLICAN,2503,51308
2016,KENTUCKY,CUMBERLAND,21057,REPUBLICAN,2502,3066
2020,NORTH CAROLINA,MARTIN,37117,REPUBLICAN,2502,12540
2004,IDAHO,BOISE,16015,REPUBLICAN,2501,3527
2008,IOWA,FRANKLIN,19069,REPUBLICAN,2501,5148
2000,MONTANA,VALLEY,30105,REPUBLICAN,2500,3963
2004,KANSAS,ANDERSON,20003,REPUBLICAN,2500,3863
2004,TENNESSEE,MEIGS,47121,REPUBLICAN,2499,4131
2012,MISSISSIPPI,TALLAHATCHIE,28135,REPUBLICAN,2499,6503
2004,KANSAS,WASHINGTON,20201,REPUBLICAN,2498,3190
2000,SOUTH DAKOTA,HUTCHINSON,46067,REPUBLICAN,2497,3625
2016,LOUISIANA,ST. HELENA,22091,REPUBLICAN,2497,5964
2016,WEST VIRGINIA,POCAHONTAS,54075,REPUBLICAN,2496,3646
2000,SOUTH DAKOTA,CUSTER,46033,REPUBLICAN,2495,3573
2004,GEORGIA,EARLY,13099,REPUBLICAN,2495,4213
2020,GEORGIA,WAYNE,13305,REPUBLICAN,2495,12778
