year,state,county_name,county_fips,party,candidatevotes,totalvotes
2016,FLORIDA,DUVAL,12031,DEMOCRAT,205704,432695
2016,CONNECTICUT,NEW HAVEN,9009,DEMOCRAT,205609,379006
2008,COLORADO,DENVER,8031,DEMOCRAT,204882,271533
2020,PENNSYLVANIA,BUCKS,42017,DEMOCRAT,204712,396234
2012,HAWAII,HONOLULU,15003,DEMOCRAT,204349,296742
2020,ILLINOIS,LAKE,17097,DEMOCRAT,204032,334177
2004,NEW JERSEY,ESSEX,34013,DEMOCRAT,203681,289348
2004,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,11001,DEMOCRAT,202970,227586
2012,MASSACHUSETTS,NORFOLK,25021,DEMOCRAT,202714,356523
2000,NEW JERSEY,BERGEN,34003,DEMOCRAT,202682,366721
2016,MARYLAND,BALTIMORE CITY,24510,DEMOCRAT,202673,239402
2008,FLORIDA,DUVAL,12031,DEMOCRAT,202618,415761
2000,CALIFORNIA,RIVERSIDE,6065,DEMOCRAT,202576,451127
2008,MASSACHUSETTS,WORCESTER,25027,DEMOCRAT,202107,363590
2000,OHIO,FRANKLIN,39049,DEMOCRAT,202018,414074
2012,ARIZONA,PIMA,4019,DEMOCRAT,201251,382250
2004,GEORGIA,DEKALB,13089,DEMOCRAT,200787,276139
2008,MASSACHUSETTS,NORFOLK,25021,DEMOCRAT,200675,344916
2000,FLORIDA,PINELLAS,12103,DEMOCRAT,200630,398472
2020,CALIFORNIA,SONOMA,6097,DEMOCRAT,199938,268317
2020,TENNESSEE,DAVIDSON,47037,DEMOCRAT,199703,309658
2004,OHIO,HAMILTON,39061,DEMOCRAT,199499,423634
2012,ILLINOIS,DUPAGE,17043,DEMOCRAT,199460,401079
2004,GEORGIA,FULTON,13121,DEMOCRAT,199436,336024
2004,MASSACHUSETTS,NORFOLK,25021,DEMOCRAT,199392,331137
2004,CONNECTICUT,NEW HAVEN,9009,DEMOCRAT,199060,366392
2016,MASSACHUSETTS,WORCESTER,25027,DEMOCRAT,198778,383705
2012,MASSACHUSETTS,WORCESTER,25027,DEMOCRAT,198244,369112
2000,CONNECTICUT,NEW HAVEN,9009,DEMOCRAT,197928,341099
2004,CALIFORNIA,SAN MATEO,6081,DEMOCRAT,197922,284077
2004,TEXAS,TRAVIS,48453,DEMOCRAT,197235,352113
2012,FLORIDA,DUVAL,12031,DEMOCRAT,196737,411848
2000,VIRGINIA,FAIRFAX,51059,DEMOCRAT,196501,413775
2008,KENTUCKY,JEFFERSON,21111,DEMOCRAT,196435,353892
2004,MICHIGAN,MACOMB,26099,DEMOCRAT,196160,402410
2000,NEVADA,CLARK,32003,DEMOCRAT,196100,382198
2020,TEXAS,FORT BEND,48157,DEMOCRAT,195552,357514
2020,DELAWARE,NEW CASTLE,10003,DEMOCRAT,195034,287633
2016,CALIFORNIA,VENTURA,6111,DEMOCRAT,194402,351726
2004,MASSACHUSETTS,ESSEX,25009,DEMOCRAT,194068,333233
2008,NEW JERSEY,MIDDLESEX,34023,DEMOCRAT,193812,318379
2000,CONNECTICUT,FAIRFIELD,9001,DEMOCRAT,193769,370289
2020,NEW MEXICO,BERNALILLO,35001,DEMOCRAT,193757,317590
2004,FLORIDA,ORANGE,12095,DEMOCRAT,193354,388044
2004,ARIZONA,PIMA,4019,DEMOCRAT,193128,366907
2016,NEW JERSEY,MIDDLESEX,34023,DEMOCRAT,193044,326102
2020,CALIFORNIA,FRESNO,6019,DEMOCRAT,193025,364917
2004,MASSACHUSETTS,WORCESTER,25027,DEMOCRAT,192142,340636
2016,KENTUCKY,JEFFERSON,21111,DEMOCRAT,190836,353099
2012,NEW JERSEY,MIDDLESEX,34023,DEMOCRAT,190555,301315
2000,TENNESSEE,SHELBY,47157,DEMOCRAT,190404,336755
2020,TEXAS,DENTON,48121,DEMOCRAT,188695,417964
2016,NEW YORK,MONROE,36055,DEMOCRAT,188592,347790
2012,WASHINGTON,SNOHOMISH,53061,DEMOCRAT,188516,329817
2000,MASSACHUSETTS,NORFOLK,25021,DEMOCRAT,188450,317177
2000,OREGON,MULTNOMAH,41051,DEMOCRAT,188441,296685
2020,MICHIGAN,KENT,26081,DEMOCRAT,187915,361048
2008,CALIFORNIA,VENTURA,6111,DEMOCRAT,187601,339800
2008,WASHINGTON,SNOHOMISH,53061,DEMOCRAT,187294,320333
2012,WASHINGTON,PIERCE,53053,DEMOCRAT,186430,342910
2012,KENTUCKY,JEFFERSON,21111,DEMOCRAT,186181,339579
2012,NEW YORK,MONROE,36055,DEMOCRAT,185916,333813
2000,NEW JERSEY,ESSEX,34013,DEMOCRAT,185505,259573
2016,WASHINGTON,SNOHOMISH,53061,DEMOCRAT,185227,342173
2000,TEXAS,BEXAR,48029,DEMOCRAT,185158,412726
2012,MINNESOTA,RAMSEY,27123,DEMOCRAT,184938,278822
2020,KANSAS,JOHNSON,20091,DEMOCRAT,184259,347214
2020,ILLINOIS,WILL,17197,DEMOCRAT,183915,345105
2008,MINNESOTA,RAMSEY,27123,DEMOCRAT,182974,277386
2004,MASSACHUSETTS,SUFFOLK,25025,DEMOCRAT,182592,240645
2004,MARYLAND,BALTIMORE,24005,DEMOCRAT,182474,353479
2020,PENNSYLVANIA,CHESTER,42029,DEMOCRAT,182372,314502
2008,WASHINGTON,PIERCE,53053,DEMOCRAT,181824,329520
2020,ALABAMA,JEFFERSON,1073,DEMOCRAT,181688,325848
2020,NEW JERSEY,HUDSON,34017,DEMOCRAT,181452,249850
2020,NEW JERSEY,MONMOUTH,34025,DEMOCRAT,181291,378151
2004,WISCONSIN,DANE,55025,DEMOCRAT,181052,274249
2004,ILLINOIS,DUPAGE,17043,DEMOCRAT,180097,402446
2008,PENNSYLVANIA,BUCKS,42017,DEMOCRAT,179031,332923
2008,DELAWARE,NEW CASTLE,10003,DEMOCRAT,178768,256417
2000,MASSACHUSETTS,ESSEX,25009,DEMOCRAT,178400,310333
2020,TEXAS,EL PASO,48141,DEMOCRAT,178126,266729
2000,PENNSYLVANIA,MONTGOMERY,42091,DEMOCRAT,177990,332422
2016,MINNESOTA,RAMSEY,27123,DEMOCRAT,177738,273143
2016,PENNSYLVANIA,DELAWARE,42045,DEMOCRAT,177402,297634
2008,ILLINOIS,LAKE,17097,DEMOCRAT,177242,299105
2008,UTAH,SALT LAKE,49035,DEMOCRAT,176988,363749
2016,MICHIGAN,MACOMB,26099,DEMOCRAT,176317,419312
2016,UTAH,SALT LAKE,49035,DEMOCRAT,175863,418868
2016,HAWAII,HONOLULU,15003,DEMOCRAT,175696,285790
2020,NEW JERSEY,CAMDEN,34007,DEMOCRAT,175065,264616
2004,MARYLAND,BALTIMORE CITY,24510,DEMOCRAT,175022,213563
2000,MASSACHUSETTS,WORCESTER,25027,DEMOCRAT,173769,310148
2000,TEXAS,TARRANT,48439,DEMOCRAT,173758,472389
2020,MASSACHUSETTS,PLYMOUTH,25023,DEMOCRAT,173630,303870
2000,MICHIGAN,MACOMB,26099,DEMOCRAT,172625,345559
2016,WASHINGTON,PIERCE,53053,DEMOCRAT,172538,348485
2000,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,11001,DEMOCRAT,171923,201894
2004,MINNESOTA,RAMSEY,27123,DEMOCRAT,171846,272577
2012,PENNSYLVANIA,DELAWARE,42045,DEMOCRAT,171792,285564
2008,NEW MEXICO,BERNALILLO,35001,DEMOCRAT,171556,285778
2016,ILLINOIS,LAKE,17097,DEMOCRAT,171095,303520
2012,CALIFORNIA,VENTURA,6111,DEMOCRAT,170929,326974
2020,NEW JERSEY,UNION,34039,DEMOCRAT,170245,252991
2004,KENTUCKY,JEFFERSON,21111,DEMOCRAT,170158,337350
2004,NORTH CAROLINA,WAKE,37183,DEMOCRAT,169909,348844
2000,FLORIDA,HILLSBOROUGH,12057,DEMOCRAT,169557,360295
2008,PENNSYLVANIA,DELAWARE,42045,DEMOCRAT,169030,281082
2008,CALIFORNIA,SONOMA,6097,DEMOCRAT,168888,229351
2020,MARYLAND,PRINCE GEORGE'S,24033,DEMOCRAT,168777,424855
2004,NEW YORK,MONROE,36055,DEMOCRAT,168088,342981
2008,RHODE ISLAND,PROVIDENCE,44007,DEMOCRAT,167442,253630
2012,DELAWARE,NEW CASTLE,10003,DEMOCRAT,167082,252012
2016,PENNSYLVANIA,BUCKS,42017,DEMOCRAT,167060,344297
2004,NORTH CAROLINA,MECKLENBURG,37119,DEMOCRAT,166828,323102
2000,CALIFORNIA,SAN MATEO,6081,DEMOCRAT,166757,259399
2004,NEW JERSEY,MIDDLESEX,34023,DEMOCRAT,166628,295805
2016,GEORGIA,GWINNETT,13135,DEMOCRAT,166153,328331
2004,COLORADO,DENVER,8031,DEMOCRAT,166135,238672
2008,ALABAMA,JEFFERSON,1073,DEMOCRAT,166121,318524
2020,RHODE ISLAND,PROVIDENCE,44007,DEMOCRAT,165012,272667
2016,NEW JERSEY,HUDSON,34017,DEMOCRAT,163917,219375
2004,PENNSYLVANIA,BUCKS,42017,DEMOCRAT,163438,319816
2016,DELAWARE,NEW CASTLE,10003,DEMOCRAT,162919,262391
2020,GEORGIA,DEKALB,13089,DEMOCRAT,162718,370804
2004,PENNSYLVANIA,DELAWARE,42045,DEMOCRAT,162601,284538
2004,INDIANA,MARION,18097,DEMOCRAT,162249,320838
2020,COLORADO,EL PASO,8041,DEMOCRAT,161941,378851
2000,NEW YORK,MONROE,36055,DEMOCRAT,161743,317762
2000,OHIO,HAMILTON,39061,DEMOCRAT,161578,377899
2020,CALIFORNIA,SAN JOAQUIN,6077,DEMOCRAT,161137,288492
2016,COLORADO,JEFFERSON,8059,DEMOCRAT,160776,328882
2000,MARYLAND,BALTIMORE,24005,DEMOCRAT,160635,304084
2012,PENNSYLVANIA,BUCKS,42017,DEMOCRAT,160521,321016
2020,MARYLAND,MONTGOMERY,24031,DEMOCRAT,160521,533743
2016,CALIFORNIA,SONOMA,6097,DEMOCRAT,160435,231253
2000,MISSOURI,JACKSON,29095,DEMOCRAT,160419,272062
2008,ILLINOIS,WILL,17197,DEMOCRAT,160406,286420
2016,GEORGIA,COBB,13067,DEMOCRAT,160121,330819
2016,COLORADO,ARAPAHOE,8005,DEMOCRAT,159885,303046
2012,ALABAMA,JEFFERSON,1073,DEMOCRAT,159876,303918
2012,RHODE ISLAND,PROVIDENCE,44007,DEMOCRAT,159520,239789
2012,COLORADO,JEFFERSON,8059,DEMOCRAT,159296,311052
2008,NEW JERSEY,CAMDEN,34007,DEMOCRAT,159259,233593
2020,COLORADO,BOULDER,8013,DEMOCRAT,159089,206111
2000,MARYLAND,BALTIMORE CITY,24510,DEMOCRAT,158765,192404
2004,FLORIDA,DUVAL,12031,DEMOCRAT,158610,381061
2008,TENNESSEE,DAVIDSON,47037,DEMOCRAT,158423,264486
2004,WASHINGTON,PIERCE,53053,DEMOCRAT,158231,313331
2008,COLORADO,JEFFERSON,8059,DEMOCRAT,158153,295062
2020,FLORIDA,LEE,12071,DEMOCRAT,157695,393899
2020,MICHIGAN,WASHTENAW,26161,DEMOCRAT,157136,216418
2016,ALABAMA,JEFFERSON,1073,DEMOCRAT,156873,304191
2004,OHIO,SUMMIT,39153,DEMOCRAT,156578,276304
2004,WASHINGTON,SNOHOMISH,53061,DEMOCRAT,156468,294997
2008,OHIO,SUMMIT,39153,DEMOCRAT,155105,269059
2000,NEW JERSEY,MIDDLESEX,34023,DEMOCRAT,154998,258849
2000,MASSACHUSETTS,SUFFOLK,25025,DEMOCRAT,154888,217000
2020,NEW JERSEY,BURLINGTON,34005,DEMOCRAT,154595,261497
2000,GEORGIA,DEKALB,13089,DEMOCRAT,154509,219980
2008,NEW JERSEY,HUDSON,34017,DEMOCRAT,154140,210148
2012,CALIFORNIA,SONOMA,6097,DEMOCRAT,153942,216508
2012,COLORADO,ARAPAHOE,8005,DEMOCRAT,153905,285516
2020,NEW JERSEY,MORRIS,34027,DEMOCRAT,153881,299322
2012,ILLINOIS,LAKE,17097,DEMOCRAT,153757,287493
2012,NEW JERSEY,CAMDEN,34007,DEMOCRAT,153682,225428
2020,MASSACHUSETTS,BRISTOL,25005,DEMOCRAT,153377,281364
2016,OREGON,WASHINGTON,41067,DEMOCRAT,153251,269232
2012,NEW JERSEY,HUDSON,34017,DEMOCRAT,153108,197504
2012,OHIO,SUMMIT,39153,DEMOCRAT,153037,267711
2004,LOUISIANA,ORLEANS,22071,DEMOCRAT,152610,197103
2000,ILLINOIS,DUPAGE,17043,DEMOCRAT,152550,364362
2004,HAWAII,HONOLULU,15003,DEMOCRAT,152500,298547
2000,GEORGIA,FULTON,13121,DEMOCRAT,152039,263212
2016,ILLINOIS,WILL,17197,DEMOCRAT,151927,300904
2020,OHIO,SUMMIT,39153,DEMOCRAT,151668,280473
2012,NEW MEXICO,BERNALILLO,35001,DEMOCRAT,150739,270969
2020,NEBRASKA,DOUGLAS,31055,DEMOCRAT,150350,274951
2008,MICHIGAN,KENT,26081,DEMOCRAT,149909,303235
2000,KENTUCKY,JEFFERSON,21111,DEMOCRAT,149901,302362
2016,NORTH CAROLINA,GUILFORD,37081,DEMOCRAT,149248,257405
2016,TENNESSEE,DAVIDSON,47037,DEMOCRAT,148864,249068
2004,CALIFORNIA,VENTURA,6111,DEMOCRAT,148859,312909
2008,NEW JERSEY,MONMOUTH,34025,DEMOCRAT,148737,309915
2020,FLORIDA,BREVARD,12009,DEMOCRAT,148549,360764
2004,CALIFORNIA,SONOMA,6097,DEMOCRAT,148261,220077
2008,COLORADO,ARAPAHOE,8005,DEMOCRAT,148218,266148
2004,MASSACHUSETTS,BRISTOL,25005,DEMOCRAT,147854,232878
2020,LOUISIANA,ORLEANS,22071,DEMOCRAT,147854,177819
2016,TEXAS,EL PASO,48141,DEMOCRAT,147843,214008
2000,ARIZONA,PIMA,4019,DEMOCRAT,147688,287640
2016,NEW JERSEY,UNION,34039,DEMOCRAT,147414,221975
2008,MASSACHUSETTS,BRISTOL,25005,DEMOCRAT,146861,243120
2016,NEW JERSEY,CAMDEN,34007,DEMOCRAT,146717,226592
2012,NORTH CAROLINA,GUILFORD,37081,DEMOCRAT,146365,253852
2004,DELAWARE,NEW CASTLE,10003,DEMOCRAT,146171,241444
2020,MINNESOTA,DAKOTA,27037,DEMOCRAT,146155,262259
2012,UTAH,SALT LAKE,49035,DEMOCRAT,146147,381799
2008,OHIO,MONTGOMERY,39113,DEMOCRAT,145997,278511
2020,FLORIDA,POLK,12105,DEMOCRAT,145049,343256
2004,RHODE ISLAND,PROVIDENCE,44007,DEMOCRAT,144811,230947
2012,ILLINOIS,WILL,17197,DEMOCRAT,144229,277387
2008,MICHIGAN,GENESEE,26049,DEMOCRAT,143927,219896
2020,TEXAS,WILLIAMSON,48491,DEMOCRAT,143795,289555
2016,NEW MEXICO,BERNALILLO,35001,DEMOCRAT,143417,274662
2012,TENNESSEE,DAVIDSON,47037,DEMOCRAT,143120,244873
2004,OHIO,MONTGOMERY,39113,DEMOCRAT,142977,282553
2012,MASSACHUSETTS,BRISTOL,25005,DEMOCRAT,142962,241509
2016,RHODE ISLAND,PROVIDENCE,44007,DEMOCRAT,142899,248474
2008,OHIO,LUCAS,39095,DEMOCRAT,142852,219830
2000,RHODE ISLAND,PROVIDENCE,44007,DEMOCRAT,142469,218308
2000,WISCONSIN,DANE,55025,DEMOCRAT,142317,232739
2008,NORTH CAROLINA,GUILFORD,37081,DEMOCRAT,142101,241771
2016,PENNSYLVANIA,CHESTER,42029,DEMOCRAT,141682,268800
2008,OREGON,WASHINGTON,41067,DEMOCRAT,141544,236632
2008,NEW JERSEY,UNION,34039,DEMOCRAT,141417,220650
2016,CALIFORNIA,FRESNO,6019,DEMOCRAT,141341,282319
2008,GEORGIA,COBB,13067,DEMOCRAT,141216,315444
2016,TEXAS,COLLIN,48085,DEMOCRAT,140624,361419
2020,WASHINGTON,CLARK,53011,DEMOCRAT,140324,275403
2000,FLORIDA,ORANGE,12095,DEMOCRAT,140220,280125
2012,NEW JERSEY,UNION,34039,DEMOCRAT,139752,209831
2000,HAWAII,HONOLULU,15003,DEMOCRAT,139618,255990
2020,MARYLAND,MONTGOMERY,24031,DEMOCRAT,139352,533743
2008,INDIANA,LAKE,18089,DEMOCRAT,139301,208757
2020,OREGON,CLACKAMAS,41005,DEMOCRAT,139043,257679
2020,NEW YORK,ONONDAGA,36067,DEMOCRAT,138894,235686
2016,MICHIGAN,KENT,26081,DEMOCRAT,138683,308184
2000,MINNESOTA,RAMSEY,27123,DEMOCRAT,138470,244278
2000,WASHINGTON,PIERCE,53053,DEMOCRAT,138249,268894
2008,PENNSYLVANIA,CHESTER,42029,DEMOCRAT,137833,254305
2004,NEW JERSEY,CAMDEN,34007,DEMOCRAT,137765,220933
2000,LOUISIANA,ORLEANS,22071,DEMOCRAT,137630,181221
2016,NEW JERSEY,MONMOUTH,34025,DEMOCRAT,137181,314377
2012,OHIO,MONTGOMERY,39113,DEMOCRAT,137139,266278
2008,CALIFORNIA,FRESNO,6019,DEMOCRAT,136706,272289
2012,OHIO,LUCAS,39095,DEMOCRAT,136616,210218
2000,MASSACHUSETTS,BRISTOL,25005,DEMOCRAT,136325,211337
2004,UTAH,SALT LAKE,49035,DEMOCRAT,135949,362138
2020,WASHINGTON,SPOKANE,53063,DEMOCRAT,135765,295430
2016,MASSACHUSETTS,PLYMOUTH,25023,DEMOCRAT,135513,266863
2012,OREGON,WASHINGTON,41067,DEMOCRAT,135291,237023
2020,OHIO,MONTGOMERY,39113,DEMOCRAT,135064,268505
2000,PENNSYLVANIA,DELAWARE,42045,DEMOCRAT,134861,248077
2016,TEXAS,FORT BEND,48157,DEMOCRAT,134686,262066
2020,OREGON,LANE,41039,DEMOCRAT,134366,222253
2004,ILLINOIS,LAKE,17097,DEMOCRAT,134352,275295
2016,OHIO,SUMMIT,39153,DEMOCRAT,134256,257979
2020,COLORADO,ADAMS,8001,DEMOCRAT,134202,236740
2000,INDIANA,MARION,18097,DEMOCRAT,134189,279903
2016,LOUISIANA,ORLEANS,22071,DEMOCRAT,133996,165812
2004,NEW JERSEY,MONMOUTH,34025,DEMOCRAT,133773,299939
2012,MICHIGAN,KENT,26081,DEMOCRAT,133408,292985
2020,CALIFORNIA,KERN,6029,DEMOCRAT,133366,305292
2000,CALIFORNIA,VENTURA,6111,DEMOCRAT,133258,282692
2012,NEW JERSEY,MONMOUTH,34025,DEMOCRAT,133145,283978
2012,GEORGIA,COBB,13067,DEMOCRAT,133124,310116
2008,MISSOURI,ST. LOUIS CITY,29510,DEMOCRAT,132925,158858
2000,PENNSYLVANIA,BUCKS,42017,DEMOCRAT,132914,263422
2020,NORTH CAROLINA,WAKE,37183,DEMOCRAT,132794,631830
2004,OHIO,LUCAS,39095,DEMOCRAT,132536,220189
2020,FLORIDA,SEMINOLE,12117,DEMOCRAT,132528,260815
2012,GEORGIA,GWINNETT,13135,DEMOCRAT,132509,296728
2004,TENNESSEE,DAVIDSON,47037,DEMOCRAT,132362,241675
2016,COLORADO,BOULDER,8013,DEMOCRAT,132334,188142
2004,ALABAMA,JEFFERSON,1073,DEMOCRAT,132286,292967
2004,NEW MEXICO,BERNALILLO,35001,DEMOCRAT,132252,256811
2012,MASSACHUSETTS,PLYMOUTH,25023,DEMOCRAT,131845,256531
2008,MASSACHUSETTS,PLYMOUTH,25023,DEMOCRAT,131823,249828
2020,CALIFORNIA,SOLANO,6095,DEMOCRAT,131639,205877
2000,NEW JERSEY,MONMOUTH,34025,DEMOCRAT,131476,262141
2008,NEW JERSEY,BURLINGTON,34005,DEMOCRAT,131219,221414
2012,INDIANA,LAKE,18089,DEMOCRAT,130897,201758
2008,MICHIGAN,WASHTENAW,26161,DEMOCRAT,130578,187115
2020,FLORIDA,VOLUSIA,12127,DEMOCRAT,130575,307439
2020,ILLINOIS,KANE,17089,DEMOCRAT,130166,231876
2020,CALIFORNIA,SANTA BARBARA,6083,DEMOCRAT,129963,200339
2000,ALABAMA,JEFFERSON,1073,DEMOCRAT,129889,273763
2016,KANSAS,JOHNSON,20091,DEMOCRAT,129852,290090
2000,WASHINGTON,SNOHOMISH,53061,DEMOCRAT,129612,251305
2016,MASSACHUSETTS,BRISTOL,25005,DEMOCRAT,129540,248959
2008,NEW YORK,ONONDAGA,36067,DEMOCRAT,129317,218194
2012,CALIFORNIA,FRESNO,6019,DEMOCRAT,129129,258827
2020,NEW JERSEY,PASSAIC,34031,DEMOCRAT,129097,223707
2008,GEORGIA,GWINNETT,13135,DEMOCRAT,129025,290147
2012,MICHIGAN,GENESEE,26049,DEMOCRAT,128978,202933
2020,MAINE,CUMBERLAND,23005,DEMOCRAT,128759,195914
2016,MICHIGAN,WASHTENAW,26161,DEMOCRAT,128483,188578
2012,IOWA,POLK,19153,DEMOCRAT,128465,228882
2016,MARYLAND,ANNE ARUNDEL,24003,DEMOCRAT,128419,270081
2004,MICHIGAN,GENESEE,26049,DEMOCRAT,128334,213775
2020,CALIFORNIA,MARIN,6041,DEMOCRAT,128288,155830
2020,TEXAS,HIDALGO,48215,DEMOCRAT,128199,220884
2020,NEVADA,WASHOE,32031,DEMOCRAT,128052,251956
2008,FLORIDA,VOLUSIA,12127,DEMOCRAT,127795,243824
2008,FLORIDA,BREVARD,12009,DEMOCRAT,127620,287859
2000,DELAWARE,NEW CASTLE,10003,DEMOCRAT,127539,212995
2004,NEW JERSEY,HUDSON,34017,DEMOCRAT,127447,189446
2000,NEW JERSEY,CAMDEN,34007,DEMOCRAT,127166,196861
2008,KANSAS,JOHNSON,20091,DEMOCRAT,127091,283432
2000,NORTH CAROLINA,MECKLENBURG,37119,DEMOCRAT,126911,263036
2012,LOUISIANA,ORLEANS,22071,DEMOCRAT,126722,157813
2012,MARYLAND,ANNE ARUNDEL,24003,DEMOCRAT,126635,260155
2004,COLORADO,JEFFERSON,8059,DEMOCRAT,126558,271293
2012,NEW JERSEY,BURLINGTON,34005,DEMOCRAT,126377,215936
2020,COLORADO,LARIMER,8069,DEMOCRAT,126120,224338
2020,MASSACHUSETTS,HAMPDEN,25013,DEMOCRAT,125948,220793
2000,TEXAS,TRAVIS,48453,DEMOCRAT,125526,301263
2004,MASSACHUSETTS,PLYMOUTH,25023,DEMOCRAT,125178,233297
2012,COLORADO,BOULDER,8013,DEMOCRAT,125091,179499
2008,MARYLAND,ANNE ARUNDEL,24003,DEMOCRAT,125015,259619
2016,FLORIDA,LEE,12071,DEMOCRAT,124908,326420
2020,INDIANA,LAKE,18089,DEMOCRAT,124870,219956
2012,PENNSYLVANIA,CHESTER,42029,DEMOCRAT,124311,251973
2008,COLORADO,BOULDER,8013,DEMOCRAT,124159,171763
2020,GEORGIA,GWINNETT,13135,DEMOCRAT,124125,413865
2012,MASSACHUSETTS,HAMPDEN,25013,DEMOCRAT,123619,200399
2000,NORTH CAROLINA,WAKE,37183,DEMOCRAT,123466,268220
2012,FLORIDA,BREVARD,12009,DEMOCRAT,122993,285559
2000,COLORADO,DENVER,8031,DEMOCRAT,122693,198347
2020,NEW JERSEY,MERCER,34021,DEMOCRAT,122532,176604
2020,NEW HAMPSHIRE,HILLSBOROUGH,33011,DEMOCRAT,122344,230941
2008,TEXAS,EL PASO,48141,DEMOCRAT,122021,185233
2016,OHIO,MONTGOMERY,39113,DEMOCRAT,122016,258301
2016,NEW JERSEY,BURLINGTON,34005,DEMOCRAT,121725,218943
2008,MASSACHUSETTS,HAMPDEN,25013,DEMOCRAT,121454,197841
2016,NORTH CAROLINA,DURHAM,37063,DEMOCRAT,121250,156134
2004,OREGON,WASHINGTON,41067,DEMOCRAT,121140,231308
2016,CALIFORNIA,SAN JOAQUIN,6077,DEMOCRAT,121124,224166
2008,IOWA,POLK,19153,DEMOCRAT,120984,214386
2012,MICHIGAN,WASHTENAW,26161,DEMOCRAT,120890,179592
2020,IDAHO,ADA,16001,DEMOCRAT,120539,259389
2000,TENNESSEE,DAVIDSON,47037,DEMOCRAT,120508,208588
2020,FLORIDA,SARASOTA,12115,DEMOCRAT,120110,270575
2008,MISSOURI,KANSAS CITY,2938000,DEMOCRAT,120102,153219
2000,MICHIGAN,GENESEE,26049,DEMOCRAT,119833,190865
2016,IOWA,POLK,19153,DEMOCRAT,119804,231555
2000,OHIO,SUMMIT,39153,DEMOCRAT,119759,224839
2008,FLORIDA,LEE,12071,DEMOCRAT,119701,269276
2016,FLORIDA,BREVARD,12009,DEMOCRAT,119679,314752
2020,NEW JERSEY,OCEAN,34029,DEMOCRAT,119456,341516
2020,MICHIGAN,GENESEE,26049,DEMOCRAT,119390,221360
2004,NEW JERSEY,UNION,34039,DEMOCRAT,119372,203387
2020,FLORIDA,PASCO,12101,DEMOCRAT,119073,301970
2016,TEXAS,HIDALGO,48215,DEMOCRAT,118809,173437
2012,MISSOURI,ST. LOUIS CITY,29510,DEMOCRAT,118780,143607
2000,NEW JERSEY,HUDSON,34017,DEMOCRAT,118206,167361
2012,NEW YORK,ONONDAGA,36067,DEMOCRAT,117470,204717
2016,FLORIDA,POLK,12105,DEMOCRAT,117433,284314
2000,CALIFORNIA,SONOMA,6097,DEMOCRAT,117295,197006
2016,INDIANA,LAKE,18089,DEMOCRAT,116935,201205
2004,MICHIGAN,KENT,26081,DEMOCRAT,116909,290891
2008,NEBRASKA,DOUGLAS,31055,DEMOCRAT,116810,226701
2008,MINNESOTA,DAKOTA,27037,DEMOCRAT,116778,225472
2016,NEW JERSEY,PASSAIC,34031,DEMOCRAT,116759,194802
2012,MINNESOTA,DAKOTA,27037,DEMOCRAT,116255,230821
2008,OKLAHOMA,OKLAHOMA,40109,DEMOCRAT,116182,279354
2004,MISSOURI,ST. LOUIS CITY,29510,DEMOCRAT,116133,144638
2008,LOUISIANA,ORLEANS,22071,DEMOCRAT,116042,146287
2012,NEW JERSEY,PASSAIC,34031,DEMOCRAT,115926,181988
2020,PENNSYLVANIA,LANCASTER,42071,DEMOCRAT,115847,280239
2020,GEORGIA,FULTON,13121,DEMOCRAT,115788,524659
2004,ILLINOIS,WILL,17197,DEMOCRAT,115625,246409
2020,LOUISIANA,EAST BATON ROUGE,22033,DEMOCRAT,115577,208182
2004,FLORIDA,VOLUSIA,12127,DEMOCRAT,115519,228939
2020,NORTH CAROLINA,GUILFORD,37081,DEMOCRAT,115511,284486
2020,OHIO,LUCAS,39095,DEMOCRAT,115411,200623
2000,MASSACHUSETTS,PLYMOUTH,25023,DEMOCRAT,115376,211577
2016,NEW JERSEY,MORRIS,34027,DEMOCRAT,115249,250416
2000,ILLINOIS,LAKE,17097,DEMOCRAT,115058,242164
2012,FLORIDA,VOLUSIA,12127,DEMOCRAT,114748,234536
2004,INDIANA,LAKE,18089,DEMOCRAT,114743,188022
2012,FLORIDA,POLK,12105,DEMOCRAT,114622,248683
2000,OHIO,MONTGOMERY,39113,DEMOCRAT,114597,230987
2020,VIRGINIA,PRINCE WILLIAM,51153,DEMOCRAT,114350,228267
2020,CALIFORNIA,SANTA CRUZ,6087,DEMOCRAT,114246,144837
2012,CALIFORNIA,SAN JOAQUIN,6077,DEMOCRAT,114121,204697
2008,OREGON,LANE,41039,DEMOCRAT,114037,182910
2008,CALIFORNIA,SAN JOAQUIN,6077,DEMOCRAT,113974,209349
2020,CALIFORNIA,MONTEREY,6053,DEMOCRAT,113953,163923
2008,FLORIDA,POLK,12105,DEMOCRAT,113865,244833
2016,NEBRASKA,DOUGLAS,31055,DEMOCRAT,113798,240433
2004,MASSACHUSETTS,HAMPDEN,25013,DEMOCRAT,113710,186639
2008,NEW JERSEY,PASSAIC,34031,DEMOCRAT,113257,186196
2016,VIRGINIA,PRINCE WILLIAM,51153,DEMOCRAT,113144,196538
2012,TEXAS,EL PASO,48141,DEMOCRAT,112952,172412
2016,OKLAHOMA,OKLAHOMA,40109,DEMOCRAT,112813,273942
